,Unnamed: 0,links,names,ratings,price for two,cuisine,Location,area,area_list,cuisine_list
0,0,https://www.zomato.com/bangalore/jamming-goat-3-0-indiranagar-bangalore/info,Jamming Goat 3.0,4.4,"₹1,500 for two",south indian asian thai,Indiranagar,indiranagar,Indiranagar,"South Indian, Asian, Thai"
1,1,https://www.zomato.com/bangalore/hydra-club-kitchen-koramangala-5th-block-bangalore/info,Hydra Club & Kitchen,New,"₹1,200 for two",continental,Koramangala 5th Block,koramangala,Koramangala,Continental
2,2,https://www.zomato.com/bangalore/scottish-pub-st-marks-road/info,Scottish Pub,4.3,₹700 for two,finger food,St. Marks Road,st.marksroad,St. Marks Road,Finger Food
3,3,https://www.zomato.com/bangalore/raahi-st-marks-road-bangalore/info,Raahi,4.2,"₹2,000 for two",north indian pasta pizza desserts beverages,St. Marks Road,st.marksroad,St. Marks Road,"North Indian, Pasta, Pizza, Desserts, Beverages"
4,4,https://www.zomato.com/bangalore/oney-brewhouse-cunningham-road-bangalore/info,Oney Brewhouse,New,"₹1,500 for two",american continental italian south indian north indian asian chinese,Cunningham Road,cunninghamroad,Cunningham Road,"American, Continental, Italian, South Indian, North Indian, Asian, Chinese"
5,5,https://www.zomato.com/bangalore/bombay-borough-richmond-road-bangalore/info,Bombay Borough,4.5,"₹2,000 for two",north indian biryani south indian desserts tea beverages,Richmond Road,richmondroad,Richmond Road,"North Indian, Biryani, South Indian, Desserts, Tea, Beverages"
6,6,https://www.zomato.com/bangalore/over-coffee-cafe-wine-bar-lavelle-road-bangalore/info,Over Coffee Cafe & Wine Bar,4.9,"₹1,200 for two",european italian continental cafe coffee,Lavelle Road,lavelleroad,Lavelle Road,"European, Italian, Continental, Cafe, Coffee"
7,7,https://www.zomato.com/bangalore/the-bier-library-koramangala-6th-block-bangalore/info,The Bier Library,4.5,"₹1,800 for two",north indian pizza european american bar food oriental desserts bbq,Koramangala 6th Block,koramangala,Koramangala,"North Indian, Pizza, European, American, Bar Food, Oriental, Desserts, BBQ"
8,8,https://www.zomato.com/bangalore/tandoor-a-heritage-indian-restaurant-bar-mg-road-bangalore/info,Tandoor | A Heritage Indian Restaurant & Bar,3.7,"₹1,700 for two",north indian mughlai kebab kashmiri seafood biryani grilled chicken bar food,MG Road,mgroad,MG Road,"North Indian, Mughlai, Kebab, Kashmiri, Seafood, Biryani, Grilled Chicken, Bar Food"
9,9,https://www.zomato.com/bangalore/shakesbierre-1-brigade-road-bangalore/info,ShakesBierre,4.4,"₹1,800 for two",finger food north indian continental italian desserts beverages,"Eva Mall, Brigade Road",brigaderoad,Brigade Road,"Finger Food, North Indian, Continental, Italian, Desserts, Beverages"
10,10,https://www.zomato.com/bangalore/no-limmits-lounge-and-club-brigade-road-bangalore/info,No Limmits Lounge And Club,3.8,"₹2,500 for two",chinese continental north indian fast food pizza beverages,Brigade Road,brigaderoad,Brigade Road,"Chinese, Continental, North Indian, Fast Food, Pizza, Beverages"
11,11,https://www.zomato.com/bangalore/long-boat-brewing-co-marathahalli-bangalore/info,Long Boat Brewing Co.,4.2,"₹2,600 for two",asian chinese north indian pizza south indian continental,Marathahalli,marathahalli,Marathahalli,"Asian, Chinese, North Indian, Pizza, South Indian, Continental"
12,12,https://www.zomato.com/bangalore/secret-story-indiranagar-bangalore/info,Secret Story,4.0,"₹1,500 for two",continental asian north indian fast food desserts beverages,Indiranagar,indiranagar,Indiranagar,"Continental, Asian, North Indian, Fast Food, Desserts, Beverages"
13,13,https://www.zomato.com/bangalore/oia-3-hennur-bangalore/info,Oia,4.1,"₹2,500 for two",continental asian seafood salad pizza north indian desserts,Hennur,hennur,Hennur,"Continental, Asian, Seafood, Salad, Pizza, North Indian, Desserts"
14,14,https://www.zomato.com/bangalore/street-storyss-indiranagar-bangalore/info,Street Storyss,4.6,"₹2,500 for two",north indian chinese street food desserts beverages,Indiranagar,indiranagar,Indiranagar,"North Indian, Chinese, Street Food, Desserts, Beverages"
15,15,https://www.zomato.com/bangalore/ironhill-bengaluru-marathahalli-bangalore/info,Ironhill Bengaluru,4.5,"₹2,000 for two",north indian continental asian pizza fast food biryani beverages desserts,Marathahalli,marathahalli,Marathahalli,"North Indian, Continental, Asian, Pizza, Fast Food, Biryani, Beverages, Desserts"
16,16,https://www.zomato.com/bangalore/bramble-jayanagar-bangalore/info,Bramble,4.5,"₹1,800 for two",continental asian north indian italian bar food beverages,Jayanagar,jayanagar,Jayanagar,"Continental, Asian, North Indian, Italian, Bar Food, Beverages"
17,17,https://www.zomato.com/bangalore/roxie-sarjapur-road-bangalore/info,Roxie,4.6,"₹2,600 for two",continental asian north indian european american italian pizza beverages,Sarjapur Road,sarjapur,Sarjapur,"Continental, Asian, North Indian, European, American, Italian, Pizza, Beverages"
18,18,https://www.zomato.com/bangalore/magique-koramangala-6th-block-bangalore/info,Magique,3.8,"₹1,700 for two",asian modern indian continental italian north indian sushi desserts beverages,Koramangala 6th Block,koramangala,Koramangala,"Asian, Modern Indian, Continental, Italian, North Indian, Sushi, Desserts, Beverages"
19,20,https://www.zomato.com/bangalore/koko-airport-road-bangalore/info,KOKO,4.4,"₹3,500 for two",asian sushi desserts chinese beverages,Old Airport Road,oldairportroad,Old Airport Road,"Asian, Sushi, Desserts, Chinese, Beverages"
20,21,https://www.zomato.com/bangalore/phurr-jayanagar-bangalore/info,Phurr,4.2,"₹2,000 for two",north indian continental,Jayanagar,jayanagar,Jayanagar,"North Indian, Continental"
21,22,https://www.zomato.com/bangalore/maffei-kitchen-1-koramangala-5th-block-bangalore/info,Maffei Kitchen,4.7,"₹1,700 for two",lebanese greek moroccan desserts beverages,Koramangala 5th Block,koramangala,Koramangala,"Lebanese, Greek, Moroccan, Desserts, Beverages"
22,23,https://www.zomato.com/bangalore/uru-brewpark-jp-nagar-bangalore/info,Uru Brewpark,4.3,"₹2,200 for two",continental north indian italian chinese asian pizza lebanese beverages,JP Nagar,jpnagar,JP Nagar,"Continental, North Indian, Italian, Chinese, Asian, Pizza, Lebanese, Beverages"
23,24,https://www.zomato.com/bangalore/ambedo-kitchen-taproom-jp-nagar-bangalore/info,Ambedo Kitchen|Taproom,4.5,"₹1,500 for two",continental asian north indian italian pizza sushi,JP Nagar,jpnagar,JP Nagar,"Continental, Asian, North Indian, Italian, Pizza, Sushi"
24,25,https://www.zomato.com/bangalore/nusa-varthur-main-road-whitefield-bangalore/info,Nusa,3.8,"₹1,500 for two",north indian asian continental european south indian indonesian bar food finger food,"Varthur Main Road, Whitefield",whitefield,Whitefield,"North Indian, Asian, Continental, European, South Indian, Indonesian, Bar Food, Finger Food"
25,26,https://www.zomato.com/bangalore/mayuri-1-jp-nagar-bangalore/info,Mayuri,4.5,"₹1,200 for two",andhra biryani north indian chinese desserts,JP Nagar,jpnagar,JP Nagar,"Andhra, Biryani, North Indian, Chinese, Desserts"
26,27,https://www.zomato.com/bangalore/blr-brewing-co-1-whitefield-bangalore/info,BLR Brewing Co,New,"₹1,500 for two",north indian continental chinese italian bbq bar food desserts,Whitefield,whitefield,Whitefield,"North Indian, Continental, Chinese, Italian, BBQ, Bar Food, Desserts"
27,28,https://www.zomato.com/bangalore/2-moons-mg-road-bangalore/info,2 MOONS,4.3,"₹2,100 for two",modern indian continental asian,"1 MG Road Mall, MG Road",mgroad,MG Road,"Modern Indian, Continental, Asian"
28,29,https://www.zomato.com/bangalore/mykos-craft-kitchen-bar-bannerghatta-road-bangalore/info,Mykos Craft Kitchen & Bar,4.3,"₹1,600 for two",continental greek asian mediterranean north indian,Bannerghatta Road,bannerghatta,Bannerghatta,"Continental, Greek, Asian, Mediterranean, North Indian"
29,30,https://www.zomato.com/bangalore/skydeck-by-sherlocks-mg-road-bangalore/info,SkyDeck By Sherlock's,4.0,"₹1,800 for two",continental chinese finger food north indian fast food beverages desserts,MG Road,mgroad,MG Road,"Continental, Chinese, Finger Food, North Indian, Fast Food, Beverages, Desserts"
30,31,https://www.zomato.com/bangalore/one8-commune-lavelle-road-bangalore/info,One8 Commune,3.9,"₹3,000 for two",north indian chinese pasta sushi continental desserts beverages,Lavelle Road,lavelleroad,Lavelle Road,"North Indian, Chinese, Pasta, Sushi, Continental, Desserts, Beverages"
31,32,https://www.zomato.com/bangalore/miso-sexy-indiranagar-bangalore/info,Miso Sexy,4.4,"₹1,800 for two",japanese chinese sushi beverages,Indiranagar,indiranagar,Indiranagar,"Japanese, Chinese, Sushi, Beverages"
32,33,https://www.zomato.com/bangalore/sky-garden-whitefield-bangalore/info,Sky Garden,4.1,"₹2,000 for two",continental north indian pizza asian pasta chinese desserts beverages,Whitefield,whitefield,Whitefield,"Continental, North Indian, Pizza, Asian, Pasta, Chinese, Desserts, Beverages"
33,35,https://www.zomato.com/bangalore/macaw-by-stories-bommanahalli-bangalore/info,Macaw By Stories,4.2,"₹1,000 for two",south indian north indian chinese pasta pizza fast food salad desserts,Bommanahalli,hosurroad,Hosur Road,"South Indian, North Indian, Chinese, Pasta, Pizza, Fast Food, Salad, Desserts"
34,37,https://www.zomato.com/bangalore/stories-brewery-kitchen-btm-bangalore/info,Stories Brewery & Kitchen,4.4,"₹1,800 for two",north indian continental chinese finger food beverages desserts,BTM,btm,BTM,"North Indian, Continental, Chinese, Finger Food, Beverages, Desserts"
35,39,https://www.zomato.com/bangalore/hard-rock-cafe-st-marks-road/info,Hard Rock Cafe,4.8,"₹2,500 for two",american continental burger sandwich fast food desserts beverages,St. Marks Road,st.marksroad,St. Marks Road,"American, Continental, Burger, Sandwich, Fast Food, Desserts, Beverages"
36,41,https://www.zomato.com/bangalore/float-brewery-kalyan-nagar-bangalore/info,Float Brewery,4.5,"₹1,500 for two",bar food continental italian asian north indian desserts pizza beverages,Kalyan Nagar,kalyannagar,Kalyan Nagar,"Bar Food, Continental, Italian, Asian, North Indian, Desserts, Pizza, Beverages"
37,43,https://www.zomato.com/SarjapurSocial/info,Sarjapur SOCIAL,4.4,"₹1,000 for two",north indian chinese biryani pasta burger pizza desserts beverages,Sarjapur Road,sarjapur,Sarjapur,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Desserts, Beverages"
38,44,https://www.zomato.com/bangalore/foo-brigade-road-brigade-road-bangalore/info,Foo Brigade Road,4.6,"₹2,000 for two",chinese sushi asian japanese desserts,Forum Rex Walk,ashoknagar,Ashok Nagar,"Chinese, Sushi, Asian, Japanese, Desserts"
39,45,https://www.zomato.com/bangalore/red-rhino-whitefield-bangalore/info,Red Rhino,4.4,"₹2,000 for two",continental north indian asian oriental mediterranean mangalorean beverages desserts,Whitefield,whitefield,Whitefield,"Continental, North Indian, Asian, Oriental, Mediterranean, Mangalorean, Beverages, Desserts"
40,46,https://www.zomato.com/bangalore/muro-church-street-bangalore/info,Muro,4.1,"₹3,000 for two",thai cantonese,Church Street,churchstreet,Church Street,"Thai, Cantonese"
41,47,https://www.zomato.com/bangalore/butterfly-brew-bite-fly-jp-nagar-bangalore/info,Butterfly Brew Bite & Fly,4.2,"₹1,500 for two",north indian continental pizza italian asian desserts beverages,JP Nagar,jpnagar,JP Nagar,"North Indian, Continental, Pizza, Italian, Asian, Desserts, Beverages"
42,48,https://www.zomato.com/bangalore/board-4-bored-basavanagudi-bangalore/info,Board 4 Bored,4.1,"₹1,000 for two",chinese sandwich continental italian beverages pizza pasta,Basavanagudi,basavanagudi,Basavanagudi,"Chinese, Sandwich, Continental, Italian, Beverages, Pizza, Pasta"
43,49,https://www.zomato.com/bangalore/taproom-by-sherlocks-jp-nagar-bangalore/info,Taproom By Sherlock's,4.3,"₹1,800 for two",north indian oriental continental biryani pizza pasta desserts beverages,JP Nagar,jpnagar,JP Nagar,"North Indian, Oriental, Continental, Biryani, Pizza, Pasta, Desserts, Beverages"
44,50,https://www.zomato.com/bangalore/feast-sheraton-grand-bangalore-hotel-at-brigade-gateway-malleshwaram-bangalore/info,Feast - Sheraton Grand Bangalore Hotel at Brigade Gateway,4.2,"₹3,500 for two",north indian continental fast food asian beverages,Sheraton Grand Bangalore Hotel at Brigade Gateway,malleshwaram,Malleshwaram,"North Indian, Continental, Fast Food, Asian, Beverages"
45,51,https://www.zomato.com/bangalore/byg-brewski-brewing-company-sarjapur-road-bangalore/info,Byg Brewski Brewing Company,4.6,"₹2,000 for two",continental north indian asian fast food pizza pasta burger desserts,Sarjapur Road,sarjapur,Sarjapur,"Continental, North Indian, Asian, Fast Food, Pizza, Pasta, Burger, Desserts"
46,52,https://www.zomato.com/bangalore/kling-brewery-church-street-bangalore/info,Kling Brewery,4.2,"₹1,500 for two",continental european asian chinese north indian south indian seafood,Church Street,churchstreet,Church Street,"Continental, European, Asian, Chinese, North Indian, South Indian, Seafood"
47,53,https://www.zomato.com/bangalore/the-black-pearl-kadubeesanahalli-bangalore/info,The Black Pearl,4.2,"₹2,100 for two",bbq north indian biryani,Kadubeesanahalli,marathahalli,Marathahalli,"BBQ, North Indian, Biryani"
48,54,https://www.zomato.com/bangalore/bhangra-bistro-indiranagar-bangalore/info,Bhangra Bistro,4.2,"₹1,000 for two",north indian mughlai desserts,Indiranagar,indiranagar,Indiranagar,"North Indian, Mughlai, Desserts"
49,55,https://www.zomato.com/bangalore/biergarten-whitefield/info,Biergarten,4.6,"₹2,500 for two",continental european bbq chinese asian beverages,Whitefield,whitefield,Whitefield,"Continental, European, BBQ, Chinese, Asian, Beverages"
50,56,https://www.zomato.com/bangalore/hokkaido-japanese-korean-restaurants-indiranagar-bangalore/info,Hokkaido Japanese & Korean Restaurants,4.2,"₹2,000 for two",japanese korean,Indiranagar,indiranagar,Indiranagar,"Japanese, Korean"
51,57,https://www.zomato.com/bangalore/fox-in-the-field-whitefield-bangalore/info,Fox In The Field,4.2,"₹2,000 for two",modern indian continental north indian pizza american italian desserts beverages,"Forum Shantiniketan Mall, Whitefield",whitefield,Whitefield,"Modern Indian, Continental, North Indian, Pizza, American, Italian, Desserts, Beverages"
52,58,https://www.zomato.com/bangalore/daddy-indiranagar-bangalore/info,Daddy,4.3,"₹1,700 for two",continental north indian asian italian chinese european bar food beverages,Indiranagar,indiranagar,Indiranagar,"Continental, North Indian, Asian, Italian, Chinese, European, Bar Food, Beverages"
53,59,https://www.zomato.com/bangalore/tyd-1-hennur-bangalore/info,TYD,4.4,"₹1,900 for two",asian european sushi continental italian mexican beverages desserts,Hennur,hennur,Hennur,"Asian, European, Sushi, Continental, Italian, Mexican, Beverages, Desserts"
54,61,https://www.zomato.com/bangalore/street-1522-sarjapur-road-bangalore/info,Street 1522,4.3,"₹2,200 for two",north indian asian seafood continental mughlai kebab street food beverages,Sarjapur Road,sarjapur,Sarjapur,"North Indian, Asian, Seafood, Continental, Mughlai, Kebab, Street Food, Beverages"
55,63,https://www.zomato.com/bangalore/pangeo-brigade-road-bangalore/info,Pangeo,4.5,"₹3,500 for two",sushi continental mediterranean pizza pasta north indian desserts asian,Forum Rex Walk,ashoknagar,Ashok Nagar,"Sushi, Continental, Mediterranean, Pizza, Pasta, North Indian, Desserts, Asian"
56,65,https://www.zomato.com/bangalore/toit-indiranagar/info,Toit,4.9,"₹2,500 for two",italian american european continental desserts,Indiranagar,indiranagar,Indiranagar,"Italian, American, European, Continental, Desserts"
57,66,https://www.zomato.com/bangalore/xoox-brewmill-koramangala-5th-block-bangalore/info,XOOX Brewmill,4.3,"₹2,500 for two",north indian continental american italian asian modern indian pizza desserts,Koramangala 5th Block,koramangala,Koramangala,"North Indian, Continental, American, Italian, Asian, Modern Indian, Pizza, Desserts"
58,67,https://www.zomato.com/bangalore/tbc-sky-lounge-hsr-bangalore/info,TBC- Sky Lounge,4.5,"₹1,500 for two",continental italian asian north indian south indian biryani desserts beverages,HSR,hsr,HSR,"Continental, Italian, Asian, North Indian, South Indian, Biryani, Desserts, Beverages"
59,68,https://www.zomato.com/bangalore/terrace-by-house-of-commons-jp-nagar-bangalore/info,Terrace By House Of Commons,4.6,"₹2,000 for two",modern indian continental asian chinese north indian seafood bar food beverages,JP Nagar,jpnagar,JP Nagar,"Modern Indian, Continental, Asian, Chinese, North Indian, Seafood, Bar Food, Beverages"
60,70,https://www.zomato.com/bangalore/cafe-grey-by-dongle-co-indiranagar-bangalore/info,Cafe Grey By Dongle & Co,4.4,"₹1,200 for two",cafe coffee beverages continental pizza italian salad desserts,Indiranagar,indiranagar,Indiranagar,"Cafe, Coffee, Beverages, Continental, Pizza, Italian, Salad, Desserts"
61,71,https://www.zomato.com/bangalore/zodiac-bar-kitchen-brookefield-bangalore/info,Zodiac Bar & Kitchen,4.3,"₹1,800 for two",continental north indian pizza italian chinese fast food biryani desserts,Brookefield,brookefield,Brookefield,"Continental, North Indian, Pizza, Italian, Chinese, Fast Food, Biryani, Desserts"
62,72,https://www.zomato.com/bangalore/shokudo-jayanagar-bangalore/info,Shokudo,4.0,"₹1,500 for two",japanese thai chinese asian sushi desserts beverages korean,Jayanagar,jayanagar,Jayanagar,"Japanese, Thai, Chinese, Asian, Sushi, Desserts, Beverages, Korean"
63,73,https://www.zomato.com/bangalore/boho-brookefield-bangalore/info,Boho,4.1,"₹2,500 for two",bar food north indian continental asian desserts beverages,"Brookefields Mall, Brookefield",brookefield,Brookefield,"Bar Food, North Indian, Continental, Asian, Desserts, Beverages"
64,74,https://www.zomato.com/bangalore/the-weekly-brewhouse-kitchen-5-hosur-road-bangalore/info,The Weekly Brewhouse & Kitchen,4.4,"₹1,500 for two",continental bar food chinese north indian pasta pizza biryani beverages,Hosur Road,hosurroad,Hosur Road,"Continental, Bar Food, Chinese, North Indian, Pasta, Pizza, Biryani, Beverages"
65,75,https://www.zomato.com/bangalore/the-watering-hole-btm-bangalore/info,The Watering Hole,New,"₹1,400 for two",continental north indian european asian desserts beverages,BTM,btm,BTM,"Continental, North Indian, European, Asian, Desserts, Beverages"
66,76,https://www.zomato.com/bangalore/kari-theory-namma-bar-kitchen-ulsoor-bangalore/info,Kari Theory - Namma Bar & Kitchen,4.1,"₹3,500 for two",chinese north indian biryani asian fast food beverages,"Radisson Bangalore City Centre, Ulsoor",ulsoor,Ulsoor,"Chinese, North Indian, Biryani, Asian, Fast Food, Beverages"
67,77,https://www.zomato.com/bangalore/orah-brew-garden-yelahanka-bangalore/info,Orah Brew Garden,4.2,"₹1,300 for two",asian continental desserts european modern indian,Yelahanka,yelahanka,Yelahanka,"Asian, Continental, Desserts, European, Modern Indian"
68,78,https://www.zomato.com/bangalore/geometry-brewery-kitchen-malleshwaram-bangalore/info,Geometry Brewery & Kitchen,4.2,"₹1,800 for two",chinese north indian italian continental pizza desserts beverages,Malleshwaram,malleshwaram,Malleshwaram,"Chinese, North Indian, Italian, Continental, Pizza, Desserts, Beverages"
69,79,https://www.zomato.com/bangalore/indian-biere-house-jp-nagar-bangalore/info,Indian Biere House,4.4,"₹2,500 for two",continental mediterranean north indian asian bar food italian desserts beverages,JP Nagar,jpnagar,JP Nagar,"Continental, Mediterranean, North Indian, Asian, Bar Food, Italian, Desserts, Beverages"
70,80,https://www.zomato.com/bangalore/chowman-indiranagar-bangalore/info,Chowman,4.5,"₹1,400 for two",chinese thai asian seafood sichuan desserts beverages,Indiranagar,indiranagar,Indiranagar,"Chinese, Thai, Asian, Seafood, Sichuan, Desserts, Beverages"
71,81,https://www.zomato.com/bangalore/hoot-sarjapur-road/info,Hoot,4.2,"₹2,000 for two",continental italian north indian beverages,Sarjapur Road,sarjapur,Sarjapur,"Continental, Italian, North Indian, Beverages"
72,82,https://www.zomato.com/bangalore/k-os-thegamebar-koramangala-7th-block-bangalore/info,K-OS TheGameBar,4.4,"₹1,700 for two",continental italian north indian finger food asian fast food,Koramangala 7th Block,koramangala,Koramangala,"Continental, Italian, North Indian, Finger Food, Asian, Fast Food"
73,83,https://www.zomato.com/bangalore/the-scene-craft-kitchen-bar-jp-nagar-bangalore/info,The Scene - Craft Kitchen & Bar,4.2,"₹1,500 for two",north indian continental asian desserts beverages,JP Nagar,jpnagar,JP Nagar,"North Indian, Continental, Asian, Desserts, Beverages"
74,84,https://www.zomato.com/bangalore/ministry-of-food-hilton-bangalore-embassy-golflinks-domlur-bangalore/info,Ministry of Food - Hilton Bangalore Embassy GolfLinks,3.9,"₹3,500 for two",asian continental italian north indian mughlai desserts beverages,"Hilton Bangalore Embassy GolfLinks, Domlur",domlur,Domlur,"Asian, Continental, Italian, North Indian, Mughlai, Desserts, Beverages"
75,85,https://www.zomato.com/bangalore/oyster-bar-kitchen-hsr-bangalore/info,Oyster Bar & Kitchen,4.5,"₹1,600 for two",continental bar food chinese north indian beverages desserts,HSR,hsr,HSR,"Continental, Bar Food, Chinese, North Indian, Beverages, Desserts"
76,86,https://www.zomato.com/bangalore/dhaba-estd-1986-delhi-indiranagar-bangalore/info,Dhaba - Estd 1986 Delhi,4.2,"₹1,500 for two",north indian mughlai desserts paan,Indiranagar,indiranagar,Indiranagar,"North Indian, Mughlai, Desserts, Paan"
77,87,https://www.zomato.com/bangalore/flo-church-street-bangalore/info,Flo,4.2,"₹1,900 for two",asian thai continental finger food sushi desserts beverages,Church Street,churchstreet,Church Street,"Asian, Thai, Continental, Finger Food, Sushi, Desserts, Beverages"
78,88,https://www.zomato.com/bangalore/the-terrace-at-gillys-redefined-koramangala-4th-block/info,The Terrace at Gilly's Redefined,4.4,"₹2,000 for two",continental finger food chinese north indian italian beverages desserts,"Gilly's Redefined, Koramangala 4th Block",koramangala,Koramangala,"Continental, Finger Food, Chinese, North Indian, Italian, Beverages, Desserts"
79,89,https://www.zomato.com/bangalore/nevermind-bar-social-indiranagar-bangalore/info,Nevermind - Bar & Social,4.1,"₹1,800 for two",bar food north indian chinese continental burger,Indiranagar,indiranagar,Indiranagar,"Bar Food, North Indian, Chinese, Continental, Burger"
80,90,https://www.zomato.com/bangalore/1131-bar-kitchen-by-house-of-commons-indiranagar-bangalore/info,1131 Bar + Kitchen By House Of Commons,4.5,"₹2,200 for two",finger food north indian continental chinese italian asian desserts beverages,Indiranagar,indiranagar,Indiranagar,"Finger Food, North Indian, Continental, Chinese, Italian, Asian, Desserts, Beverages"
81,91,https://www.zomato.com/bangalore/hashtag-88-marathahalli-bangalore/info,Hashtag 88,4.3,"₹1,400 for two",asian chinese salad north indian fast food biryani desserts,Marathahalli,marathahalli,Marathahalli,"Asian, Chinese, Salad, North Indian, Fast Food, Biryani, Desserts"
82,92,https://www.zomato.com/bangalore/plan-b-x-hangover-hsr-bangalore/info,Plan B X Hangover,4.1,"₹2,000 for two",american burger pizza continental bar food desserts beverages,HSR,hsr,HSR,"American, Burger, Pizza, Continental, Bar Food, Desserts, Beverages"
83,93,https://www.zomato.com/bangalore/hitchki-sarjapur-road-bangalore/info,Hitchki,4.2,"₹1,900 for two",bar food continental north indian asian biryani desserts,Sarjapur Road,sarjapur,Sarjapur,"Bar Food, Continental, North Indian, Asian, Biryani, Desserts"
84,94,https://www.zomato.com/bangalore/amintiri-church-street-bangalore/info,Amintiri,4.4,"₹1,100 for two",desserts bakery fast food beverages pasta italian cafe finger food,Church Street,churchstreet,Church Street,"Desserts, Bakery, Fast Food, Beverages, Pasta, Italian, Cafe, Finger Food"
85,95,https://www.zomato.com/bangalore/candles-brewhouse-hebbal-bangalore/info,Candles  Brewhouse,4.3,"₹2,500 for two",italian continental american pizza north indian,RMZ Azure,hebbal,Hebbal,"Italian, Continental, American, Pizza, North Indian"
86,96,https://www.zomato.com/bangalore/brahma-brews-jp-nagar-bangalore/info,Brahma Brews,4.5,"₹2,500 for two",asian north indian south indian,JP Nagar,jpnagar,JP Nagar,"Asian, North Indian, South Indian"
87,97,https://www.zomato.com/bangalore/gawky-goose-airport-road-bangalore/info,Gawky Goose,4.4,"₹2,200 for two",italian biryani north indian fast food seafood asian desserts beverages,Old Airport Road,oldairportroad,Old Airport Road,"Italian, Biryani, North Indian, Fast Food, Seafood, Asian, Desserts, Beverages"
88,98,https://www.zomato.com/bangalore/bumblebee-brauhaus-indiranagar-bangalore/info,BumbleBee Brauhaus,3.6,"₹2,600 for two",thai chinese south indian continental north indian italian desserts beverages,Indiranagar,indiranagar,Indiranagar,"Thai, Chinese, South Indian, Continental, North Indian, Italian, Desserts, Beverages"
89,99,https://www.zomato.com/bangalore/jugni-kitchen-bar-koramangala-5th-block-bangalore/info,Jugni Kitchen & Bar,4.5,"₹1,600 for two",north indian modern indian bar food,Koramangala 5th Block,koramangala,Koramangala,"North Indian, Modern Indian, Bar Food"
90,100,https://www.zomato.com/bangalore/white-garden-kalyan-nagar-bangalore/info,White Garden,4.2,"₹1,600 for two",north indian italian lebanese asian continental desserts,Kalyan Nagar,kalyannagar,Kalyan Nagar,"North Indian, Italian, Lebanese, Asian, Continental, Desserts"
91,101,https://www.zomato.com/bangalore/brother-barley-brewing-company-hsr-bangalore/info,Brother Barley Brewing Company,4.2,"₹1,800 for two",finger food continental north indian chinese italian beverages desserts,HSR,hsr,HSR,"Finger Food, Continental, North Indian, Chinese, Italian, Beverages, Desserts"
92,102,https://www.zomato.com/bangalore/the-fixx-1-koramangala-4th-block-bangalore/info,The Fixx,4.1,"₹1,800 for two",north indian continental chinese seafood pasta pizza biryani beverages,Koramangala 4th Block,koramangala,Koramangala,"North Indian, Continental, Chinese, Seafood, Pasta, Pizza, Biryani, Beverages"
93,103,https://www.zomato.com/bangalore/deck-of-brews-kadubeesanahalli-bangalore/info,Deck Of Brews,4.3,"₹1,500 for two",continental north indian italian asian desserts pizza pasta south indian,Kadubeesanahalli,marathahalli,Marathahalli,"Continental, North Indian, Italian, Asian, Desserts, Pizza, Pasta, South Indian"
94,104,https://www.zomato.com/bangalore/omega-ix-cocktail-bar-and-global-kitchen-sahakara-nagar-bangalore/info,Omega IX Cocktail Bar And Global Kitchen,4.5,"₹1,800 for two",north indian continental asian sushi italian desserts beverages,Sahakara Nagar,sahakaranagar,Sahakara Nagar,"North Indian, Continental, Asian, Sushi, Italian, Desserts, Beverages"
95,105,https://www.zomato.com/bangalore/aurum-brew-works-sarjapur-road-bangalore/info,Aurum Brew Works,4.3,"₹1,500 for two",north indian mughlai continental asian beverages desserts,Sarjapur Road,sarjapur,Sarjapur,"North Indian, Mughlai, Continental, Asian, Beverages, Desserts"
96,106,https://www.zomato.com/bangalore/skyline-rooftop-bar-kitchen-marathahalli-bangalore/info,Skyline Rooftop Bar & Kitchen,4.4,"₹1,800 for two",chinese italian fast food north indian kebab biryani continental beverages,Livin Hub Hotel,marathahalli,Marathahalli,"Chinese, Italian, Fast Food, North Indian, Kebab, Biryani, Continental, Beverages"
97,107,https://www.zomato.com/bangalore/punjab-grill-whitefield-bangalore/info,Punjab Grill,4.4,"₹2,000 for two",north indian kebab biryani desserts beverages,"Forum Shantiniketan Mall, Whitefield",whitefield,Whitefield,"North Indian, Kebab, Biryani, Desserts, Beverages"
98,108,https://www.zomato.com/bangalore/cocobolo-new-bel-road-bangalore/info,Cocobolo,4.3,"₹1,000 for two",bar food north indian continental italian chinese bbq desserts beverages,New BEL Road,newbelroad,New BEL Road,"Bar Food, North Indian, Continental, Italian, Chinese, BBQ, Desserts, Beverages"
99,109,https://www.zomato.com/bangalore/hitchki-kr-puram-bangalore/info,Hitchki,4.3,"₹2,000 for two",north indian chinese continental biryani finger food bar food desserts beverages,"Phoenix Marketcity Bangalore, Whitefield",whitefield,Whitefield,"North Indian, Chinese, Continental, Biryani, Finger Food, Bar Food, Desserts, Beverages"
100,110,https://www.zomato.com/bangalore/burma-burma-indiranagar-indiranagar-bangalore/info,Burma Burma - Indiranagar,4.8,"₹1,800 for two",burmese asian salad bubble tea ice cream desserts,Indiranagar,indiranagar,Indiranagar,"Burmese, Asian, Salad, Bubble Tea, Ice Cream, Desserts"
